"REF_DATE","GEO","DGUID","Gender","Sociodemographic characteristics","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231199","1.1.59.1.2","41.7","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231200","1.1.59.1.3","45.6","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231201","1.1.59.1.4","7548","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231202","1.1.59.1.5","7173","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231203","1.1.59.1.6","7923","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231204","1.1.59.2.1","56.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231205","1.1.59.2.2","54.4","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231206","1.1.59.2.3","58.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231207","1.1.59.2.4","9742","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231208","1.1.59.2.5","9327","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Working at a paid job or business","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231209","1.1.59.2.6","10156","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231210","1.1.60.1.1","46.3","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231211","1.1.60.1.2","44.0","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231212","1.1.60.1.3","48.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589231213","1.1.60.1.4","3334","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231214","1.1.60.1.5","3153","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231215","1.1.60.1.6","3515","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589231216","1.1.60.2.1","53.7","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231217","1.1.60.2.2","51.5","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231218","1.1.60.2.3","56.0","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589231219","1.1.60.2.4","3872","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231220","1.1.60.2.5","3683","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Retired","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589231221","1.1.60.2.6","4060","","","","0"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Other activity","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589231222","1.1.61.1.1","41.1","","","","1"
"2024-10","Canada (excluding territories)","2021A000011124","Total, all persons","Other activity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589231223","1.1.61.1.2","38.1","","","","1"
